brand,image_url,brand_encoded,feature_Longevity_Men,feature_Longevity_Unisex,feature_Longevity_Women,feature_Occasion_Business,feature_Occasion_Daily,feature_Occasion_Evening,feature_Occasion_Leisure,feature_Occasion_Night_Out,feature_Occasion_Sports,feature_Season_Fall,feature_Season_Spring,feature_Season_Summer,feature_Season_Winter,feature_Style_Classic,feature_Style_Modern,feature_Type_Animalic,feature_Type_Aquatic,feature_Type_Chypre,feature_Type_Citrus,feature_Type_Creamy,feature_Type_Earthy,feature_Type_Floral,feature_Type_Fougere,feature_Type_Fresh,feature_Type_Fruity,feature_Type_Gourmand,feature_Type_Green,feature_Type_Leathery,feature_Type_Oriental,feature_Type_Powdery,feature_Type_Resinous,feature_Type_Smoky,feature_Type_Spicy,feature_Type_Sweet,feature_Type_Synthetic,feature_Type_Woody
Bonfire Whisper ASMR Fragrances,https://pimages.parfumo.de/240/179251_img-4981-asmr-fragrances-bonfire-whisper_240.jpg,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Accord No. 02: Cade Raer Scents / AER Scents,https://pimages.parfumo.de/240/101163_img-9568-aer-scents-accord-no-02-cade_240.jpg,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
A City On Fire Imaginary Authors,https://pimages.parfumo.de/240/54056_4un6x0_a_city_on_fire_240.jpg,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bois d'Ascèse Naomi Goodsir,https://pimages.parfumo.de/240/21305_img-4066-naomi_goodsir-bois_d_ascese_240.jpg,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Zara Exclusive N°01 - Incense Sunset Zara,https://pimages.parfumo.de/240/153145_img-7576-zara-zara-exclusive-n-01-incense-sunset_240.jpg,1371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Moonlight Ceremony Mystikum,https://pimages.parfumo.de/240/246541_img-3553-mystikum-moonlight-ceremony_240.jpg,801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Fumidus Profumum Roma,https://pimages.parfumo.de/240/4548_img-1866-profumum-roma-fumidus_240.jpg,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Fumoir Arte Profumi,https://pimages.parfumo.de/240/33639_img-6226-arte-profumi-fumoir_240.jpg,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Notre-Dame 15.4.2019 Filippo Sorcinelli,https://pimages.parfumo.de/240/139116_img-9780-filippo-sorcinelli-delire-de-voyage-notre-dame-15-4-2019_240.jpg,852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Chasing Autumn  Neil Morris Fragrances,https://pimages.parfumo.de/240/51644_hdqnmc_chasing_autumn_240.jpg,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
By the Fireplace Maison Margiela,https://pimages.parfumo.de/240/62178_img-4231-maison-margiela-replica-by-the-fireplace_240.jpg,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bois Sikar Atelier des Ors,https://pimages.parfumo.de/240/108575_img-8902-atelier_des_ors-bois_sikar_240.jpg,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Tonnerre Beaufort,https://pimages.parfumo.de/240/64128_img-6403-beaufort-1805_tonnerre_1805_240.jpg,1239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Smoke Perfumer H,https://pimages.parfumo.de/240/94789_img-1315-perfumer-h-smoke_240.jpg,1139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Incense Norma Kamali,https://pimages.parfumo.de/240/8825_fxrinhdaoo_240.jpg,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Broken Theories Kerosene,https://pimages.parfumo.de/240/64051_img-1879-kerosene-broken-theories_240.jpg,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Vi Et Armis Beaufort,https://pimages.parfumo.de/240/64126_677g4k_east_india_240.jpg,1310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Smoke Akro,https://pimages.parfumo.de/240/119385_img-3774-akro-smoke_240.jpg,1138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Ex Voto WienerBlut,https://pimages.parfumo.de/240/59417_img-9427-wiener-blut-ex-voto_240.jpg,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Hyde Hiram Green,https://pimages.parfumo.de/240/118479_img-9315-hiram_green-hyde_240.jpg,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Mississippi Medicine  D.S. & Durga,https://pimages.parfumo.de/240/17674_img-3230-d-s-durga-mississippi-medicine-eau-de-parfum_240.jpg,793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Don XerJoff,https://pimages.parfumo.de/240/49437_img-4544-xerjoff-join-the-club-don_240.jpg,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Sacreste Laboratorio Olfattivo,https://pimages.parfumo.de/240/116247_img-5254-laboratorio_olfattivo-sacreste_240.jpg,1075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cœur de Noir Beaufort,https://pimages.parfumo.de/240/64127_img-7371-beaufort-cur_de_noir_240.jpg,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cotswold Pineward,https://pimages.parfumo.de/240/151949_img-9472-pineward-cotswold_240.jpg,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Armani Privé - Bois d'Encens Giorgio Armani,https://pimages.parfumo.de/240/2827_img-6619-giorgio-armani-armani-prive-bois-d-encens_240.jpg,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Wanted Diane Pernet,https://pimages.parfumo.de/240/49433_6huud4_wanted_240.jpg,1328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Reliqvia Filippo Sorcinelli,https://pimages.parfumo.de/240/153424_img-4033-filippo-sorcinelli-unum-reliqvia_240.jpg,1040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
_Quando_rapita_in_estasi_ Filippo Sorcinelli,https://pimages.parfumo.de/240/132586_img-7205-filippo-sorcinelli-unum-quando-rapita-in-estasi_240.jpg,1375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cardinal Heeley,https://pimages.parfumo.de/240/6528_img-2572-heeley-cardinal_240.jpg,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Incense Flash Tauerville,https://pimages.parfumo.de/240/63906_img-4397-tauerville-incense-flash_240.jpg,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Encens Roi Histoires de Parfums,https://pimages.parfumo.de/240/185319_img-8321-histoires-de-parfums-encens-roi_240.jpg,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Eau Sacrée Heeley,https://pimages.parfumo.de/240/78792_img-3660-heeley-eau-sacree_240.jpg,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Intimate Incense Birkholz,https://pimages.parfumo.de/240/143205_img-6629-birkholz-intimate-incense_240.jpg,569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Oscent Black Alexandre.J,https://pimages.parfumo.de/240/35850_h0rq4mt67s_240.jpg,907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Holy Mountain  Apoteker Tepe,https://pimages.parfumo.de/240/57607_img-3126-apoteker-tepe-the-holy-mountain-eau-de-parfum_240.jpg,1216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Terror & Magnificence Beaufort,https://pimages.parfumo.de/240/133632_img-7885-beaufort-terror-magnificence_240.jpg,1212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Brother Night Apoteker Tepe,https://pimages.parfumo.de/240/174073_img-5781-apoteker-tepe-brother-night_240.jpg,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Fume Hendley Perfumes,https://pimages.parfumo.de/240/57242_36vat4_fume_240.jpg,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
LAVS Filippo Sorcinelli,https://pimages.parfumo.de/240/56784_img-3705-filippo_sorcinelli-unum__lavs_240.jpg,643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Révolution Trudon,https://pimages.parfumo.de/240/93185_img-9771-trudon-revolution_240.jpg,1073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Smoking Hot Kilian,https://pimages.parfumo.de/240/223307_img-5325-kilian-smoking-hot_240.jpg,1141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Smokin' Gun Borntostandout,https://pimages.parfumo.de/240/195282_img-6531-borntostandout-smokin-gun_240.jpg,1140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Autumn in Lhoka Hima Jomo,https://pimages.parfumo.de/240/174577_img-1165-hima-jomo-autumn-in-lhoka_240.jpg,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Black Heart V.2 Map of the Heart,https://pimages.parfumo.de/240/50790_img-5320-map_of_the_heart-black_heart_v_2_240.jpg,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
La Habana 19-69,https://pimages.parfumo.de/240/144035_img-3554-19-69-la-habana_240.jpg,649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Memoirs Of A Trespasser Imaginary Authors,https://pimages.parfumo.de/240/21410_img-5672-imaginary-authors-memoirs-of-a-trespasser_240.jpg,772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Patchouli 24  Le Labo,https://pimages.parfumo.de/240/5544_img-5715-le_labo-patchouli_24_eau_de_parfum_240.jpg,944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Absolute Sport La Rive,https://pimages.parfumo.de/240/205878_img-3342-la-rive-absolute-sport_240.jpg,23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pure Lightness Adidas,https://pimages.parfumo.de/240/648_to2tp24jaz_240.jpg,1020,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aquafitness (2013) Biotherm,https://pimages.parfumo.de/240/26268_img-4866-biotherm-aquafitness-2013_240.jpg,95,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The One Sport  Dolce & Gabbana,https://pimages.parfumo.de/240/17217_3s6rfp_the_one_sport_240.jpg,1223,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Champion Energy  Davidoff,https://pimages.parfumo.de/240/13015_5yijqu_champion_energy_240.jpg,250,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ice Touch Man (2014)  Mexx,https://pimages.parfumo.de/240/48854_img-5682-mexx-ice-touch-man-2014-eau-de-toilette_240.jpg,551,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vibrant Leather Summer Zara,https://pimages.parfumo.de/240/136864_img-4754-zara-vibrant-leather-summer_240.jpg,1311,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ice Dive  Adidas,https://pimages.parfumo.de/240/8655_3hnb8ad4uq_240.jpg,549,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Voyage  Nautica,https://pimages.parfumo.de/240/6229_img-6319-nautica-voyage_eau_de_toilette_240.jpg,1323,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eternity for Men Aqua  Calvin Klein,https://pimages.parfumo.de/240/6794_img-6306-calvin-klein-eternity-aqua-for-men-eau-de-toilette_240.jpg,413,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chrome Sport Azzaro,https://pimages.parfumo.de/240/6520_ykaad88rkk_240.jpg,265,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CK One Summer 2019 Calvin Klein,https://pimages.parfumo.de/240/123231_img-1012-calvin_klein-ck_one_summer_2019_240.jpg,225,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lanvin L'Homme Sport  Lanvin,https://pimages.parfumo.de/240/1757_img-5159-lanvin-lanvin-l-homme-sport-eau-de-toilette_240.jpg,667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CK Everyone  Calvin Klein,https://pimages.parfumo.de/240/158824_img-4609-calvin-klein-ck-everyone-eau-de-parfum_240.jpg,220,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Series 5: Sherbet - Peppermint Comme des Garçons,https://pimages.parfumo.de/240/1417_img-7886-comme_des_garcons-series_5_sherbet__peppermint_240.jpg,1112,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polo Sport  Ralph Lauren,https://pimages.parfumo.de/240/776_img-8308-ralph-lauren-polo-sport-eau-de-toilette_240.jpg,997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boss Bottled Sport  Hugo Boss,https://pimages.parfumo.de/240/17846_xrv58z_boss_bottled_sport_240.jpg,197,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y  Yves Saint Laurent,https://pimages.parfumo.de/240/137011_img-2125-yves-saint-laurent-y-eau-fraiche_240.jpg,1357,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dynamic Pulse  Adidas,https://pimages.parfumo.de/240/9587_i7gdi6r304_240.jpg,350,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light Blue pour Homme Sun Dolce & Gabbana,https://pimages.parfumo.de/240/123246_img-4261-dolce_amp_gabbana-light_blue_pour_homme_sun_240.jpg,709,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cool Force Sport Baldessarini,https://pimages.parfumo.de/240/102376_img-1162-baldessarini-cool_force_sport_240.jpg,291,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pace Jaguar,https://pimages.parfumo.de/240/69850_ijumge_pace_240.jpg,925,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ice Cool Cologne 4711,https://pimages.parfumo.de/240/746_ducg3u_ice_cool_cologne_240.jpg,548,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sport Water Jil Sander,https://pimages.parfumo.de/240/611_img-4610-jil_sander-sport_water_for_women_240.jpg,1161,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Azzaro Sport Azzaro,https://pimages.parfumo.de/240/140711_img-8085-azzaro-azzaro-sport_240.jpg,130,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luna Rossa Eau Sport Prada,https://pimages.parfumo.de/240/71659_qd36vc_luna_rossa_eau_sport_240.jpg,730,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fraîcheur Végétale de… Verveine Yves Rocher,https://pimages.parfumo.de/240/7509_6wbdqso0rn_240.jpg,468,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CR7 Play It Cool  Cristiano Ronaldo,https://pimages.parfumo.de/240/117021_img-5979-cristiano-ronaldo-cr7-play-it-cool_240.jpg,229,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eau Ressourçante Clarins,https://pimages.parfumo.de/240/3299_img-2413-clarins-eau_ressourcante_240.jpg,356,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sport for Men  Burberry,https://pimages.parfumo.de/240/5926_7jt5w6nu5r_240.jpg,1162,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T-Shirt H&M,https://pimages.parfumo.de/240/115098_img-3903-hm-t_shirt_240.jpg,1196,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allure Homme Sport Cologne Sport Chanel,https://pimages.parfumo.de/240/1678_soo8f5_allure_homme_sport_cologne_sport_240.jpg,46,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenzo Homme Sport Kenzo,https://pimages.parfumo.de/240/17963_img-6126-kenzo-kenzo_homme_sport_240.jpg,611,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eternity Aqua Calvin Klein,https://pimages.parfumo.de/240/19221_4jum4j_eternity_aqua_240.jpg,411,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eau Pure Biotherm,https://pimages.parfumo.de/240/862_img-5861-biotherm-eau_pure_240.jpg,355,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Versace Man Eau Fraîche  Versace,https://pimages.parfumo.de/240/126_img-7853-versace-versace_man_eau_fraiche_eau_de_toilette_240.jpg,1305,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Challenge  Lacoste,https://pimages.parfumo.de/240/3500_img-4996-lacoste-challenge_eau_de_toilette_240.jpg,249,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eau Océane Biotherm,https://pimages.parfumo.de/240/17926_taz0xhbh5a_240.jpg,354,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L.12.12 Blanc  Lacoste,https://pimages.parfumo.de/240/11306_img-5940-lacoste-l-12-12-blanc-eau-de-lacoste-l-12-12-blanc-eau-de-toilette_240.jpg,642,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eau d'Énergie Biotherm,https://pimages.parfumo.de/240/864_img-3203-biotherm-eau-d-energie_240.jpg,362,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Remix Cologne Edition 2023 4711,https://pimages.parfumo.de/240/201738_img-3844-4711-remix-cologne-edition-2023_240.jpg,1042,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blue Seduction for Men  Banderas,https://pimages.parfumo.de/240/365_img-8058-antonio_banderas-blue_seduction_for_men_eau_de_toilette_240.jpg,182,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CK One Summer 2014 Calvin Klein,https://pimages.parfumo.de/240/39734_img-9347-calvin-klein-ck-one-summer-2014_240.jpg,223,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska Axe / Lynx,https://pimages.parfumo.de/240/17451_img-3452-axe-lynx-alaska_240.jpg,39,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lacoste Original (1984)  Lacoste,https://pimages.parfumo.de/240/1823_gkaz5e_lacoste_lacoste_original_240.jpg,659,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Legend Spirit Montblanc,https://pimages.parfumo.de/240/67736_no2yqu_legend_spirit_240.jpg,692,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CK One Reflections Calvin Klein,https://pimages.parfumo.de/240/201747_img-7539-calvin-klein-ck-one-reflections_240.jpg,221,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eau de Lacoste L.12.12 Jaune Lacoste,https://pimages.parfumo.de/240/53008_img-1255-lacoste-eau_de_lacoste_l_12_12_jaune_240.jpg,369,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Naxos XerJoff,https://pimages.parfumo.de/240/58692_img-1269-xerjoff-xj_1861_naxos_240.jpg,830,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ombre Nomade Louis Vuitton,https://pimages.parfumo.de/240/109045_img-4069-louis_vuitton-ombre_nomade_240.jpg,875,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexandria II  XerJoff,https://pimages.parfumo.de/240/55381_img-2106-xerjoff-alexandria-ii-parfum_240.jpg,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erba Pura XerJoff,https://pimages.parfumo.de/240/24683_img-3648-xerjoff-erba_pura_240.jpg,403,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arabians Tonka Montale,https://pimages.parfumo.de/240/132833_img-1900-montale-arabians-tonka_240.jpg,99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
